"grade","dimension","dim","code","statement","link","orig_dimension","orig_dim","code2"
"06","Number Systems, Operations & Abstract Representation","NSO&AR","6.NS.C.6c","Find and position integers and other rational numbers on a horizontal or vertical number line diagram; find and position pairs of integers and other rational numbers on a coordinate plane.","http://corestandards.org/Math/Content/6/NS/C/6/c/","Number System","NS","NS.C.6c"
"06","Number Systems, Operations & Abstract Representation","NSO&AR","6.NS.C.7","Understand ordering and absolute value of rational numbers.","http://corestandards.org/Math/Content/6/NS/C/7/","Number System","NS","NS.C.7"
"06","Number Systems, Operations & Abstract Representation","NSO&AR","6.NS.C.7a","Interpret statements of inequality as statements about the relative position of two numbers on a number line diagram. <i>For example, interpret -3 &gt; -7 as a statement that -3 is located to the right of -7 on a number line oriented from left to right</i>.","http://corestandards.org/Math/Content/6/NS/C/7/a/","Number System","NS","NS.C.7a"
"06","Number Systems, Operations & Abstract Representation","NSO&AR","6.NS.C.7b","Write, interpret, and explain statements of order for rational numbers in real-world contexts. <i>For example, write -3 <sup>o</sup>C &gt; -7 <sup>o</sup>C to express the fact that -3 <sup>o</sup>C is warmer than -7 <sup>o</sup>C</i>.","http://corestandards.org/Math/Content/6/NS/C/7/b/","Number System","NS","NS.C.7b"
"06","Number Systems, Operations & Abstract Representation","NSO&AR","6.NS.C.7c","Understand the absolute value of a rational number as its distance from 0 on the number line; interpret absolute value as magnitude for a positive or negative quantity in a real-world situation. <i>For example, for an account balance of -30 dollars, write |-30| = 30 to describe the size of the debt in dollars</i>.","http://corestandards.org/Math/Content/6/NS/C/7/c/","Number System","NS","NS.C.7c"
"06","Number Systems, Operations & Abstract Representation","NSO&AR","6.NS.C.7d","Distinguish comparisons of absolute value from statements about order. <i>For example, recognize that an account balance less than -30 dollars represents a debt greater than 30 dollars</i>.","http://corestandards.org/Math/Content/6/NS/C/7/d/","Number System","NS","NS.C.7d"
"06","Number Systems, Operations & Abstract Representation","NSO&AR","6.NS.C.8","Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.","http://corestandards.org/Math/Content/6/NS/C/8/","Number System","NS","NS.C.8"
"06","Number Systems, Operations & Abstract Representation","NSO&AR","6.RP.A.1","Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities. <i>For example, ""The ratio of wings to beaks in the bird house at the zoo was 2:1, because for every 2 wings there was 1 beak."" ""For every vote candidate A received, candidate C received nearly three votes.""</i>","http://corestandards.org/Math/Content/6/RP/A/1/","Ratios & Proportions","RP","RP.A.1"
"06","Number Systems, Operations & Abstract Representation","NSO&AR","6.RP.A.2","Understand the concept of a unit rate a/b associated with a ratio a:b with b &ne; 0, and use rate language in the context of a ratio relationship. <i>For example, ""This recipe has a ratio of 3 cups of flour to 4 cups of sugar, so there is 3/4 cup of flour for each cup of sugar."" ""We paid $75 for 15 hamburgers, which is a rate of $5 per hamburger.""</i><sup>1</sup>","http://corestandards.org/Math/Content/6/RP/A/2/","Ratios & Proportions","RP","RP.A.2"
"06","Number Systems, Operations & Abstract Representation","NSO&AR","6.RP.A.3","Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.","http://corestandards.org/Math/Content/6/RP/A/3/","Ratios & Proportions","RP","RP.A.3"
"06","Number Systems, Operations & Abstract Representation","NSO&AR","6.RP.A.3a","Make tables of equivalent ratios relating quantities with whole-number measurements, find missing values in the tables, and plot the pairs of values on the coordinate plane. Use tables to compare ratios.","http://corestandards.org/Math/Content/6/RP/A/3/a/","Ratios & Proportions","RP","RP.A.3a"
"06","Number Systems, Operations & Abstract Representation","NSO&AR","6.RP.A.3b","Solve unit rate problems including those involving unit pricing and constant speed. <i>For example, if it took 7 hours to mow 4 lawns, then at that rate, how many lawns could be mowed in 35 hours? At what rate were lawns being mowed?</i>","http://corestandards.org/Math/Content/6/RP/A/3/b/","Ratios & Proportions","RP","RP.A.3b"
"06","Number Systems, Operations & Abstract Representation","NSO&AR","6.RP.A.3c","Find a percent of a quantity as a rate per 100 (e.g., 30% of a quantity means 30/100 times the quantity); solve problems involving finding the whole, given a part and the percent.","http://corestandards.org/Math/Content/6/RP/A/3/c/","Ratios & Proportions","RP","RP.A.3c"
"06","Number Systems, Operations & Abstract Representation","NSO&AR","6.RP.A.3d","Use ratio reasoning to convert measurement units; manipulate and transform units appropriately when multiplying or dividing quantities.","http://corestandards.org/Math/Content/6/RP/A/3/d/","Ratios & Proportions","RP","RP.A.3d"
"06","Measurement, Data, Probability & Statistics","MDP&S","6.SP.A.1","Recognize a statistical question as one that anticipates variability in the data related to the question and accounts for it in the answers. <i>For example, ""How old am I?"" is not a statistical question, but ""How old are the students in my school?"" is a statistical question because one anticipates variability in students' ages</i>.","http://corestandards.org/Math/Content/6/SP/A/1/","Statistics & Probability","SP","SP.A.1"
"06","Measurement, Data, Probability & Statistics","MDP&S","6.SP.A.2","Understand that a set of data collected to answer a statistical question has a distribution which can be described by its center, spread, and overall shape.","http://corestandards.org/Math/Content/6/SP/A/2/","Statistics & Probability","SP","SP.A.2"
"06","Measurement, Data, Probability & Statistics","MDP&S","6.SP.A.3","Recognize that a measure of center for a numerical data set summarizes all of its values with a single number, while a measure of variation describes how its values vary with a single number.","http://corestandards.org/Math/Content/6/SP/A/3/","Statistics & Probability","SP","SP.A.3"
"06","Measurement, Data, Probability & Statistics","MDP&S","6.SP.B.4","Display numerical data in plots on a number line, including dot plots, histograms, and box plots.","http://corestandards.org/Math/Content/6/SP/B/4/","Statistics & Probability","SP","SP.B.4"
"06","Measurement, Data, Probability & Statistics","MDP&S","6.SP.B.5","Summarize numerical data sets in relation to their context, such as by:","http://corestandards.org/Math/Content/6/SP/B/5/","Statistics & Probability","SP","SP.B.5"
"06","Measurement, Data, Probability & Statistics","MDP&S","6.SP.B.5a","Reporting the number of observations.","http://corestandards.org/Math/Content/6/SP/B/5/a/","Statistics & Probability","SP","SP.B.5a"
"06","Measurement, Data, Probability & Statistics","MDP&S","6.SP.B.5b","Describing the nature of the attribute under investigation, including how it was measured and its units of measurement.","http://corestandards.org/Math/Content/6/SP/B/5/b/","Statistics & Probability","SP","SP.B.5b"
"06","Measurement, Data, Probability & Statistics","MDP&S","6.SP.B.5c","Giving quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data were gathered.","http://corestandards.org/Math/Content/6/SP/B/5/c/","Statistics & Probability","SP","SP.B.5c"
"06","Measurement, Data, Probability & Statistics","MDP&S","6.SP.B.5d","Relating the choice of measures of center and variability to the shape of the data distribution and the context in which the data were gathered.","http://corestandards.org/Math/Content/6/SP/B/5/d/","Statistics & Probability","SP","SP.B.5d"
"07","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","7.EE.A.1","Apply properties of operations as strategies to add, subtract, factor, and expand linear expressions with rational coefficients.","http://corestandards.org/Math/Content/7/EE/A/1/","Expressions & Equations","EE","EE.A.1"
"07","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","7.EE.A.2","Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related. <i>For example, a + 0.05a = 1.05a means that ""increase by 5%"" is the same as ""multiply by 1.05.""</i>","http://corestandards.org/Math/Content/7/EE/A/2/","Expressions & Equations","EE","EE.A.2"
"07","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","7.EE.B.3","Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. <i>For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation</i>.","http://corestandards.org/Math/Content/7/EE/B/3/","Expressions & Equations","EE","EE.B.3"
"07","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","7.EE.B.4","Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities.","http://corestandards.org/Math/Content/7/EE/B/4/","Expressions & Equations","EE","EE.B.4"
"07","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","7.EE.B.4a","Solve word problems leading to equations of the form <i>px</i> + <i>q</i> = <i>r</i> and <i>p</i>(<i>x</i> + <i>q</i>) = <i>r</i>, where <i>p</i>, <i>q</i>, and <i>r</i> are specific rational numbers. Solve equations of these forms fluently. Compare an algebraic solution to an arithmetic solution, identifying the sequence of the operations used in each approach. <i>For example, the perimeter of a rectangle is 54 cm. Its length is 6 cm. What is its width?</i>","http://corestandards.org/Math/Content/7/EE/B/4/a/","Expressions & Equations","EE","EE.B.4a"
