"code","set","dim","grade","statement","dimension","orig_dimension","orig_dim","subject","link","code2","subcategory","subcat","PEcode","performanceExpectation","clarifyingStatement","assessmentBoundary","goal"
"D4.8.6-8","C3","ESCCTA","6,7,8","Apply a range of deliberative and democratic procedures to make decisions and take action in their classrooms and schools, and in out-of-school civic contexts.","Evaluating Sources, Communicating Conclusions & Taking Action","Communicating Conclusions & Taking Informed Action","CCTIA","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D4.8.9-12","C3","ESCCTA","9,10,11,12","Apply a range of deliberative and democratic strategies and procedures to make decisions and take action in their classrooms, schools, and out-of-school civic contexts.","Evaluating Sources, Communicating Conclusions & Taking Action","Communicating Conclusions & Taking Informed Action","CCTIA","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D4.8.K-2","C3","ESCCTA","K,1,2","Use listening, consensus-building, and voting procedures to decide on and take action in their classrooms.","Evaluating Sources, Communicating Conclusions & Taking Action","Communicating Conclusions & Taking Informed Action","CCTIA","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.L.1","Common Core ELA","LS&L","K,1,2,3,4,5,6,7,8,9,10,11,12","Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.","Language, Speaking & Listening","Language","L","ELA","http://corestandards.org/ELA-Literacy/CCRA/L/1/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.L.2","Common Core ELA","LS&L","K,1,2,3,4,5,6,7,8,9,10,11,12","Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.","Language, Speaking & Listening","Language","L","ELA","http://corestandards.org/ELA-Literacy/CCRA/L/2/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.L.3","Common Core ELA","LS&L","K,1,2,3,4,5,6,7,8,9,10,11,12","Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.","Language, Speaking & Listening","Language","L","ELA","http://corestandards.org/ELA-Literacy/CCRA/L/3/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.L.4","Common Core ELA","LS&L","K,1,2,3,4,5,6,7,8,9,10,11,12","Determine or clarify the meaning of unknown and multiple-meaning words and phrases by using context clues, analyzing meaningful word parts, and consulting general and specialized reference materials, as appropriate.","Language, Speaking & Listening","Language","L","ELA","http://corestandards.org/ELA-Literacy/CCRA/L/4/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.L.5","Common Core ELA","LS&L","K,1,2,3,4,5,6,7,8,9,10,11,12","Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.","Language, Speaking & Listening","Language","L","ELA","http://corestandards.org/ELA-Literacy/CCRA/L/5/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.L.6","Common Core ELA","LS&L","K,1,2,3,4,5,6,7,8,9,10,11,12","Acquire and use accurately a range of general academic and domain-specific words and phrases sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when encountering an unknown term important to comprehension or expression.","Language, Speaking & Listening","Language","L","ELA","http://corestandards.org/ELA-Literacy/CCRA/L/6/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.R.1","Common Core ELA","R","K,1,2,3,4,5,6,7,8,9,10,11,12","Read closely to determine what the text says explicitly and to make logical inferences from it; cite specific textual evidence when writing or speaking to support conclusions drawn from the text.","Reading","Reading","R","ELA","http://corestandards.org/ELA-Literacy/CCRA/R/1/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.R.2","Common Core ELA","R","K,1,2,3,4,5,6,7,8,9,10,11,12","Determine central ideas or themes of a text and analyze their development; summarize the key supporting details and ideas.","Reading","Reading","R","ELA","http://corestandards.org/ELA-Literacy/CCRA/R/2/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.R.3","Common Core ELA","R","K,1,2,3,4,5,6,7,8,9,10,11,12","Analyze how and why individuals, events, or ideas develop and interact over the course of a text.","Reading","Reading","R","ELA","http://corestandards.org/ELA-Literacy/CCRA/R/3/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.R.4","Common Core ELA","R","K,1,2,3,4,5,6,7,8,9,10,11,12","Interpret words and phrases as they are used in a text, including determining technical, connotative, and figurative meanings, and analyze how specific word choices shape meaning or tone.","Reading","Reading","R","ELA","http://corestandards.org/ELA-Literacy/CCRA/R/4/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.R.5","Common Core ELA","R","K,1,2,3,4,5,6,7,8,9,10,11,12","Analyze the structure of texts, including how specific sentences, paragraphs, and larger portions of the text (e.g., a section, chapter, scene, or stanza) relate to each other and the whole.","Reading","Reading","R","ELA","http://corestandards.org/ELA-Literacy/CCRA/R/5/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.R.6","Common Core ELA","R","K,1,2,3,4,5,6,7,8,9,10,11,12","Assess how point of view or purpose shapes the content and style of a text.","Reading","Reading","R","ELA","http://corestandards.org/ELA-Literacy/CCRA/R/6/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.R.7","Common Core ELA","R","K,1,2,3,4,5,6,7,8,9,10,11,12","Integrate and evaluate content presented in diverse media and formats, including visually and quantitatively, as well as in words.<sup>1</sup>","Reading","Reading","R","ELA","http://corestandards.org/ELA-Literacy/CCRA/R/7/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.R.8","Common Core ELA","R","K,1,2,3,4,5,6,7,8,9,10,11,12","Delineate and evaluate the argument and specific claims in a text, including the validity of the reasoning as well as the relevance and sufficiency of the evidence.","Reading","Reading","R","ELA","http://corestandards.org/ELA-Literacy/CCRA/R/8/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.R.9","Common Core ELA","R","K,1,2,3,4,5,6,7,8,9,10,11,12","Analyze how two or more texts address similar themes or topics in order to build knowledge or to compare the approaches the authors take.","Reading","Reading","R","ELA","http://corestandards.org/ELA-Literacy/CCRA/R/9/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.R.10","Common Core ELA","R","K,1,2,3,4,5,6,7,8,9,10,11,12","Read and comprehend complex literary and informational texts independently and proficiently.","Reading","Reading","R","ELA","http://corestandards.org/ELA-Literacy/CCRA/R/10/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.SL.1","Common Core ELA","LS&L","K,1,2,3,4,5,6,7,8,9,10,11,12","Prepare for and participate effectively in a range of conversations and collaborations with diverse partners, building on others' ideas and expressing their own clearly and persuasively.","Language, Speaking & Listening","Speaking & Listening","SL","ELA","http://corestandards.org/ELA-Literacy/CCRA/SL/1/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.SL.2","Common Core ELA","LS&L","K,1,2,3,4,5,6,7,8,9,10,11,12","Integrate and evaluate information presented in diverse media and formats, including visually, quantitatively, and orally.","Language, Speaking & Listening","Speaking & Listening","SL","ELA","http://corestandards.org/ELA-Literacy/CCRA/SL/2/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.SL.3","Common Core ELA","LS&L","K,1,2,3,4,5,6,7,8,9,10,11,12","Evaluate a speaker's point of view, reasoning, and use of evidence and rhetoric.","Language, Speaking & Listening","Speaking & Listening","SL","ELA","http://corestandards.org/ELA-Literacy/CCRA/SL/3/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.SL.4","Common Core ELA","LS&L","K,1,2,3,4,5,6,7,8,9,10,11,12","Present information, findings, and supporting evidence such that listeners can follow the line of reasoning and the organization, development, and style are appropriate to task, purpose, and audience.","Language, Speaking & Listening","Speaking & Listening","SL","ELA","http://corestandards.org/ELA-Literacy/CCRA/SL/4/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.SL.5","Common Core ELA","LS&L","K,1,2,3,4,5,6,7,8,9,10,11,12","Make strategic use of digital media and visual displays of data to express information and enhance understanding of presentations.","Language, Speaking & Listening","Speaking & Listening","SL","ELA","http://corestandards.org/ELA-Literacy/CCRA/SL/5/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.SL.6","Common Core ELA","LS&L","K,1,2,3,4,5,6,7,8,9,10,11,12","Adapt speech to a variety of contexts and communicative tasks, demonstrating command of formal English when indicated or appropriate.","Language, Speaking & Listening","Speaking & Listening","SL","ELA","http://corestandards.org/ELA-Literacy/CCRA/SL/6/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.W.1","Common Core ELA","W","K,1,2,3,4,5,6,7,8,9,10,11,12","Write arguments to support claims in an analysis of substantive topics or texts using valid reasoning and relevant and sufficient evidence.","Writing","Writing","W","ELA","http://corestandards.org/ELA-Literacy/CCRA/W/1/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.W.2","Common Core ELA","W","K,1,2,3,4,5,6,7,8,9,10,11,12","Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content.","Writing","Writing","W","ELA","http://corestandards.org/ELA-Literacy/CCRA/W/2/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.W.3","Common Core ELA","W","K,1,2,3,4,5,6,7,8,9,10,11,12","Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details and well-structured event sequences.","Writing","Writing","W","ELA","http://corestandards.org/ELA-Literacy/CCRA/W/3/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.W.4","Common Core ELA","W","K,1,2,3,4,5,6,7,8,9,10,11,12","Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience.","Writing","Writing","W","ELA","http://corestandards.org/ELA-Literacy/CCRA/W/4/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.W.5","Common Core ELA","W","K,1,2,3,4,5,6,7,8,9,10,11,12","Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach.","Writing","Writing","W","ELA","http://corestandards.org/ELA-Literacy/CCRA/W/5/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.W.6","Common Core ELA","W","K,1,2,3,4,5,6,7,8,9,10,11,12","Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others.","Writing","Writing","W","ELA","http://corestandards.org/ELA-Literacy/CCRA/W/6/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.W.7","Common Core ELA","W","K,1,2,3,4,5,6,7,8,9,10,11,12","Conduct short as well as more sustained research projects based on focused questions, demonstrating understanding of the subject under investigation.","Writing","Writing","W","ELA","http://corestandards.org/ELA-Literacy/CCRA/W/7/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.W.8","Common Core ELA","W","K,1,2,3,4,5,6,7,8,9,10,11,12","Gather relevant information from multiple print and digital sources, assess the credibility and accuracy of each source, and integrate the information while avoiding plagiarism.","Writing","Writing","W","ELA","http://corestandards.org/ELA-Literacy/CCRA/W/8/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.W.9","Common Core ELA","W","K,1,2,3,4,5,6,7,8,9,10,11,12","Draw evidence from literary or informational texts to support analysis, reflection, and research.","Writing","Writing","W","ELA","http://corestandards.org/ELA-Literacy/CCRA/W/9/",NA,NA,NA,NA,NA,NA,NA,NA
"CCRA.W.10","Common Core ELA","W","K,1,2,3,4,5,6,7,8,9,10,11,12","Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences.","Writing","Writing","W","ELA","http://corestandards.org/ELA-Literacy/CCRA/W/10/",NA,NA,NA,NA,NA,NA,NA,NA
"L.K.1","Common Core ELA","LS&L","K","Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.","Language, Speaking & Listening","Language","L","ELA","http://corestandards.org/ELA-Literacy/L/K/1/",NA,NA,NA,NA,NA,NA,NA,NA
"L.K.1a","Common Core ELA","LS&L","K","Print many upper- and lowercase letters.","Language, Speaking & Listening","Language","L","ELA","http://corestandards.org/ELA-Literacy/L/K/1/a/",NA,NA,NA,NA,NA,NA,NA,NA
"L.K.1b","Common Core ELA","LS&L","K","Use frequently occurring nouns and verbs.","Language, Speaking & Listening","Language","L","ELA","http://corestandards.org/ELA-Literacy/L/K/1/b/",NA,NA,NA,NA,NA,NA,NA,NA
"L.K.1c","Common Core ELA","LS&L","K","Form regular plural nouns orally by adding /s/ or /es/ (e.g., <em>dog, dogs; wish, wishes</em>).","Language, Speaking & Listening","Language","L","ELA","http://corestandards.org/ELA-Literacy/L/K/1/c/",NA,NA,NA,NA,NA,NA,NA,NA
"L.K.1d","Common Core ELA","LS&L","K","Understand and use question words (interrogatives) (e.g., <em>who, what, where, when, why, how</em>).","Language, Speaking & Listening","Language","L","ELA","http://corestandards.org/ELA-Literacy/L/K/1/d/",NA,NA,NA,NA,NA,NA,NA,NA
"L.K.1e","Common Core ELA","LS&L","K","Use the most frequently occurring prepositions (e.g., <em>to, from, in, out, on, off, for, of, by, with</em>).","Language, Speaking & Listening","Language","L","ELA","http://corestandards.org/ELA-Literacy/L/K/1/e/",NA,NA,NA,NA,NA,NA,NA,NA
"L.K.1f","Common Core ELA","LS&L","K","Produce and expand complete sentences in shared language activities.","Language, Speaking & Listening","Language","L","ELA","http://corestandards.org/ELA-Literacy/L/K/1/f/",NA,NA,NA,NA,NA,NA,NA,NA
"L.K.2","Common Core ELA","LS&L","K","Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.","Language, Speaking & Listening","Language","L","ELA","http://corestandards.org/ELA-Literacy/L/K/2/",NA,NA,NA,NA,NA,NA,NA,NA
"L.K.2a","Common Core ELA","LS&L","K","Capitalize the first word in a sentence and the pronoun <em>I</em>","Language, Speaking & Listening","Language","L","ELA","http://corestandards.org/ELA-Literacy/L/K/2/a/",NA,NA,NA,NA,NA,NA,NA,NA
