"grade","dimension","dim","code","statement","link","orig_dimension","orig_dim"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Reading","R","CCRA.R.1","Read closely to determine what the text says explicitly and to make logical inferences from it; cite specific textual evidence when writing or speaking to support conclusions drawn from the text.","http://corestandards.org/ELA-Literacy/CCRA/R/1/","Reading","R"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Reading","R","CCRA.R.2","Determine central ideas or themes of a text and analyze their development; summarize the key supporting details and ideas.","http://corestandards.org/ELA-Literacy/CCRA/R/2/","Reading","R"
"03","Reading","R","RI.3.1","Ask and answer questions to demonstrate understanding of a text, referring explicitly to the text as the basis for the answers.","http://corestandards.org/ELA-Literacy/RI/3/1/","Reading: Informational Text","RI"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Reading","R","CCRA.R.4","Interpret words and phrases as they are used in a text, including determining technical, connotative, and figurative meanings, and analyze how specific word choices shape meaning or tone.","http://corestandards.org/ELA-Literacy/CCRA/R/4/","Reading","R"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Reading","R","CCRA.R.5","Analyze the structure of texts, including how specific sentences, paragraphs, and larger portions of the text (e.g., a section, chapter, scene, or stanza) relate to each other and the whole.","http://corestandards.org/ELA-Literacy/CCRA/R/5/","Reading","R"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Reading","R","CCRA.R.6","Assess how point of view or purpose shapes the content and style of a text.","http://corestandards.org/ELA-Literacy/CCRA/R/6/","Reading","R"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Reading","R","CCRA.R.7","Integrate and evaluate content presented in diverse media and formats, including visually and quantitatively, as well as in words.<sup>1</sup>","http://corestandards.org/ELA-Literacy/CCRA/R/7/","Reading","R"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Reading","R","CCRA.R.8","Delineate and evaluate the argument and specific claims in a text, including the validity of the reasoning as well as the relevance and sufficiency of the evidence.","http://corestandards.org/ELA-Literacy/CCRA/R/8/","Reading","R"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Reading","R","CCRA.R.9","Analyze how two or more texts address similar themes or topics in order to build knowledge or to compare the approaches the authors take.","http://corestandards.org/ELA-Literacy/CCRA/R/9/","Reading","R"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Reading","R","CCRA.R.10","Read and comprehend complex literary and informational texts independently and proficiently.","http://corestandards.org/ELA-Literacy/CCRA/R/10/","Reading","R"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Language, Speaking & Listening","LS&L","CCRA.SL.1","Prepare for and participate effectively in a range of conversations and collaborations with diverse partners, building on others' ideas and expressing their own clearly and persuasively.","http://corestandards.org/ELA-Literacy/CCRA/SL/1/","Speaking & Listening","SL"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Language, Speaking & Listening","LS&L","CCRA.SL.2","Integrate and evaluate information presented in diverse media and formats, including visually, quantitatively, and orally.","http://corestandards.org/ELA-Literacy/CCRA/SL/2/","Speaking & Listening","SL"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Language, Speaking & Listening","LS&L","CCRA.SL.3","Evaluate a speaker's point of view, reasoning, and use of evidence and rhetoric.","http://corestandards.org/ELA-Literacy/CCRA/SL/3/","Speaking & Listening","SL"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Language, Speaking & Listening","LS&L","CCRA.SL.4","Present information, findings, and supporting evidence such that listeners can follow the line of reasoning and the organization, development, and style are appropriate to task, purpose, and audience.","http://corestandards.org/ELA-Literacy/CCRA/SL/4/","Speaking & Listening","SL"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Language, Speaking & Listening","LS&L","CCRA.SL.5","Make strategic use of digital media and visual displays of data to express information and enhance understanding of presentations.","http://corestandards.org/ELA-Literacy/CCRA/SL/5/","Speaking & Listening","SL"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Language, Speaking & Listening","LS&L","CCRA.SL.6","Adapt speech to a variety of contexts and communicative tasks, demonstrating command of formal English when indicated or appropriate.","http://corestandards.org/ELA-Literacy/CCRA/SL/6/","Speaking & Listening","SL"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Writing","W","CCRA.W.1","Write arguments to support claims in an analysis of substantive topics or texts using valid reasoning and relevant and sufficient evidence.","http://corestandards.org/ELA-Literacy/CCRA/W/1/","Writing","W"
"04","Reading","R","RI.4.4","Determine the meaning of general academic and domain-specific words or phrases in a text relevant to a <i>grade 4 topic or subject area</i>.","http://corestandards.org/ELA-Literacy/RI/4/4/","Reading: Informational Text","RI"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Writing","W","CCRA.W.3","Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details and well-structured event sequences.","http://corestandards.org/ELA-Literacy/CCRA/W/3/","Writing","W"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Writing","W","CCRA.W.4","Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience.","http://corestandards.org/ELA-Literacy/CCRA/W/4/","Writing","W"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Writing","W","CCRA.W.5","Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach.","http://corestandards.org/ELA-Literacy/CCRA/W/5/","Writing","W"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Writing","W","CCRA.W.6","Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others.","http://corestandards.org/ELA-Literacy/CCRA/W/6/","Writing","W"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Writing","W","CCRA.W.7","Conduct short as well as more sustained research projects based on focused questions, demonstrating understanding of the subject under investigation.","http://corestandards.org/ELA-Literacy/CCRA/W/7/","Writing","W"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Writing","W","CCRA.W.8","Gather relevant information from multiple print and digital sources, assess the credibility and accuracy of each source, and integrate the information while avoiding plagiarism.","http://corestandards.org/ELA-Literacy/CCRA/W/8/","Writing","W"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Writing","W","CCRA.W.9","Draw evidence from literary or informational texts to support analysis, reflection, and research.","http://corestandards.org/ELA-Literacy/CCRA/W/9/","Writing","W"
"05","Reading","R","RI.5.1","Quote accurately from a text when explaining what the text says explicitly and when drawing inferences from the text.","http://corestandards.org/ELA-Literacy/RI/5/1/","Reading: Informational Text","RI"
"K","Language, Speaking & Listening","LS&L","L.K.1","Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.","http://corestandards.org/ELA-Literacy/L/K/1/","Language","L"
"05","Reading","R","RI.5.3","Explain the relationships or interactions between two or more individuals, events, ideas, or concepts in a historical, scientific, or technical text based on specific information in the text.","http://corestandards.org/ELA-Literacy/RI/5/3/","Reading: Informational Text","RI"
"K","Language, Speaking & Listening","LS&L","L.K.1b","Use frequently occurring nouns and verbs.","http://corestandards.org/ELA-Literacy/L/K/1/b/","Language","L"
"K","Language, Speaking & Listening","LS&L","L.K.1c","Form regular plural nouns orally by adding /s/ or /es/ (e.g., <em>dog, dogs; wish, wishes</em>).","http://corestandards.org/ELA-Literacy/L/K/1/c/","Language","L"
"K","Language, Speaking & Listening","LS&L","L.K.1d","Understand and use question words (interrogatives) (e.g., <em>who, what, where, when, why, how</em>).","http://corestandards.org/ELA-Literacy/L/K/1/d/","Language","L"
"K","Language, Speaking & Listening","LS&L","L.K.1e","Use the most frequently occurring prepositions (e.g., <em>to, from, in, out, on, off, for, of, by, with</em>).","http://corestandards.org/ELA-Literacy/L/K/1/e/","Language","L"
"K","Language, Speaking & Listening","LS&L","L.K.1f","Produce and expand complete sentences in shared language activities.","http://corestandards.org/ELA-Literacy/L/K/1/f/","Language","L"
"K","Language, Speaking & Listening","LS&L","L.K.2","Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.","http://corestandards.org/ELA-Literacy/L/K/2/","Language","L"
"K","Language, Speaking & Listening","LS&L","L.K.2a","Capitalize the first word in a sentence and the pronoun <em>I</em>","http://corestandards.org/ELA-Literacy/L/K/2/a/","Language","L"
"K","Language, Speaking & Listening","LS&L","L.K.2b","Recognize and name end punctuation.","http://corestandards.org/ELA-Literacy/L/K/2/b/","Language","L"
"06","Reading","R","RI.6.1","Cite textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.","http://corestandards.org/ELA-Literacy/RI/6/1/","Reading: Informational Text","RI"
"06","Reading","R","RI.6.2","Determine a central idea of a text and how it is conveyed through particular details; provide a summary of the text distinct from personal opinions or judgments.","http://corestandards.org/ELA-Literacy/RI/6/2/","Reading: Informational Text","RI"
"06","Reading","R","RI.6.3","Analyze in detail how a key individual, event, or idea is introduced, illustrated, and elaborated in a text (e.g., through examples or anecdotes).","http://corestandards.org/ELA-Literacy/RI/6/3/","Reading: Informational Text","RI"
"06","Reading","R","RI.6.4","Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings.","http://corestandards.org/ELA-Literacy/RI/6/4/","Reading: Informational Text","RI"
"06","Reading","R","RI.6.5","Analyze how a particular sentence, paragraph, chapter, or section fits into the overall structure of a text and contributes to the development of the ideas.","http://corestandards.org/ELA-Literacy/RI/6/5/","Reading: Informational Text","RI"
"06","Reading","R","RI.6.6","Determine an author's point of view or purpose in a text and explain how it is conveyed in the text.","http://corestandards.org/ELA-Literacy/RI/6/6/","Reading: Informational Text","RI"
"06","Reading","R","RI.6.7","Integrate information presented in different media or formats (e.g., visually, quantitatively) as well as in words to develop a coherent understanding of a topic or issue.","http://corestandards.org/ELA-Literacy/RI/6/7/","Reading: Informational Text","RI"
"06","Reading","R","RI.6.8","Trace and evaluate the argument and specific claims in a text, distinguishing claims that are supported by reasons and evidence from claims that are not.","http://corestandards.org/ELA-Literacy/RI/6/8/","Reading: Informational Text","RI"
"06","Reading","R","RI.6.9","Compare and contrast one author's presentation of events with that of another (e.g., a memoir written by and a biography on the same person).","http://corestandards.org/ELA-Literacy/RI/6/9/","Reading: Informational Text","RI"
"06","Reading","R","RI.6.10","By the end of the year, read and comprehend literary nonfiction in the grades 6-8 text complexity band proficiently, with scaffolding as needed at the high end of the range.","http://corestandards.org/ELA-Literacy/RI/6/10/","Reading: Informational Text","RI"
"07","Reading","R","RI.7.1","Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.","http://corestandards.org/ELA-Literacy/RI/7/1/","Reading: Informational Text","RI"
