grade,dimension,dim,subcategory,subcat,code,statement,PEcode,performanceExpectation,clarifyingStatement,assessmentBoundary
"k,1,2",Disciplinary Core ideas,DCI,Defining & Delimiting an Engineering Problem,ETS1.A,ETS1.A-P1,A situation that people want to change or create can be approached as a problem to be solved through engineering. Such problems may have many acceptable solutions.,K-2-ETS1-1,"Ask questions, make observations, and gather information about a situation people want to change to define a simple problem that can be solved through the development of a new or improved object or tool.",,
"k,1,2",Disciplinary Core ideas,DCI,Defining & Delimiting an Engineering Problem,ETS1.A,ETS1.A-P2,"Asking questions, making observations, and gathering information are helpful in thinking about problems.",K-2-ETS1-1,"Ask questions, make observations, and gather information about a situation people want to change to define a simple problem that can be solved through the development of a new or improved object or tool.",,
"k,1,2",Disciplinary Core ideas,DCI,Defining & Delimiting an Engineering Problem,ETS1.A,ETS1.A-P3,"Before beginning to design a solution, it is important to clearly understand the problem.",K-2-ETS1-1,"Ask questions, make observations, and gather information about a situation people want to change to define a simple problem that can be solved through the development of a new or improved object or tool.",,
"3,4,5",Disciplinary Core ideas,DCI,Defining & Delimiting an Engineering Problem,ETS1.A,ETS1.A-E1,Possible solutions to a problem are limited by available materials and resources (constraints). The success of a designed solution is determined by considering the desired features of a solution (criteria). Different proposals for solutions can be compared on the basis of how well each one meets the specified criteria for success or how well each takes the constraints into account.,3-5-ETS1-1,"Define a simple design problem reflecting a need or a want that includes specified criteria for success and constraints on materials, time, or cost.",,
"6,7,8",Disciplinary Core ideas,DCI,Defining & Delimiting an Engineering Problem,ETS1.A,ETS1.A-M1,"The more precisely a design task’s criteria and constraints can be defined, the more likely it is that the designed solution will be successful. Specification of constraints includes consideration of scientific principles and other relevant knowledge that is likely to limit possible solutions.",MS-ETS1-1,"Define the criteria and constraints of a design problem with sufficient precision to ensure a successful solution, taking into account relevant scientific principles and potential impacts on people and the natural environment that may limit possible solutions",,
"9,10,11,12",Disciplinary Core ideas,DCI,Defining & Delimiting an Engineering Problem,ETS1.A,ETS1.A-H1,"Criteria and constraints also include satisfying any requirements set by society, such as taking issues of risk mitigation into account, and they should be quantified to the extent possible and stated in such a way that one can tell if a given design meets them.",HS-ETS1-1,Analyze a major global challenge to specify qualitative and quantitative criteria and constraints for solutions that account for societal needs and wants.,,
"9,10,11,12",Disciplinary Core ideas,DCI,Defining & Delimiting an Engineering Problem,ETS1.A,ETS1.A-H2,"Humanity faces major global challenges today, such as the need for supplies of clean water and food or for energy sources that minimize pollution, which can be addressed through engineering. These global challenges also may have manifestations in local communities.",HS-ETS1-1,Analyze a major global challenge to specify qualitative and quantitative criteria and constraints for solutions that account for societal needs and wants.,,
"k,1,2",Disciplinary Core ideas,DCI,Developing Possible Solutions,ETS1.B,ETS1.B-P1,"Designs can be conveyed through sketches, drawings, or physical models. These representations are useful in communicating ideas for a problem’s solutions to other people.",K-2-ETS1-2,"Develop a simple sketch, drawing, or physical model to illustrate how the shape of an object helps it function as needed to solve a given problem.",,
"3,4,5",Disciplinary Core ideas,DCI,Developing Possible Solutions,ETS1.B,ETS1.B-E1,Research on a problem should be carried out before beginning to design a solution. Testing a solution involves investigating how well it performs under a range of likely conditions.,3-5-ETS1-2,Generate and compare multiple possible solutions to a problem based on how well each is likely to meet the criteria and constraints of the problem.,,
"3,4,5",Disciplinary Core ideas,DCI,Developing Possible Solutions,ETS1.B,ETS1.B-E2,"Tests are often designed to identify failure points or difficulties, which suggest the elements of the design that need to be improved.",3-5-ETS1-3,Plan and carry out fair tests in which variables are controlled and failure points are considered to identify aspects of a model or prototype that can be improved.,,
