"subject","framework","grade","dimension","dim","subcategory","code","statement","orig_dimension","orig_dim","link","code2","subcat","PEcode","performanceExpectation","clarifyingStatement","assessmentBoundary","goal"
"ELA","Common Core ELA","11,12","Reading","R",NA,"RI.11-12.2","Determine two or more central ideas of a text and analyze their development over the course of the text, including how they interact and build on one another to provide a complex analysis; provide an objective summary of the text.","Reading: Informational Text","RI","http://corestandards.org/ELA-Literacy/RI/11-12/2/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","11,12","Reading","R",NA,"RI.11-12.3","Analyze a complex set of ideas or sequence of events and explain how specific individuals, ideas, or events interact and develop over the course of the text.","Reading: Informational Text","RI","http://corestandards.org/ELA-Literacy/RI/11-12/3/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","11,12","Reading","R",NA,"RI.11-12.4","Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze how an author uses and refines the meaning of a key term or terms over the course of a text (e.g., how Madison defines faction in Federalist No. 10).","Reading: Informational Text","RI","http://corestandards.org/ELA-Literacy/RI/11-12/4/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","11,12","Reading","R",NA,"RI.11-12.5","Analyze and evaluate the effectiveness of the structure an author uses in his or her exposition or argument, including whether the structure makes points clear, convincing, and engaging.","Reading: Informational Text","RI","http://corestandards.org/ELA-Literacy/RI/11-12/5/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","11,12","Reading","R",NA,"RI.11-12.6","Determine an author's point of view or purpose in a text in which the rhetoric is particularly effective, analyzing how style and content contribute to the power, persuasiveness or beauty of the text.","Reading: Informational Text","RI","http://corestandards.org/ELA-Literacy/RI/11-12/6/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","11,12","Reading","R",NA,"RI.11-12.7","Integrate and evaluate multiple sources of information presented in different media or formats (e.g., visually, quantitatively) as well as in words in order to address a question or solve a problem.","Reading: Informational Text","RI","http://corestandards.org/ELA-Literacy/RI/11-12/7/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","11,12","Reading","R",NA,"RI.11-12.8","Delineate and evaluate the reasoning in seminal U.S. texts, including the application of constitutional principles and use of legal reasoning (e.g., in U.S. Supreme Court majority opinions and dissents) and the premises, purposes, and arguments in works of public advocacy (e.g., <em>The Federalist</em>, presidential addresses).","Reading: Informational Text","RI","http://corestandards.org/ELA-Literacy/RI/11-12/8/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","11,12","Reading","R",NA,"RI.11-12.9","Analyze seventeenth-, eighteenth-, and nineteenth-century foundational U.S. documents of historical and literary significance (including The Declaration of Independence, the Preamble to the Constitution, the Bill of Rights, and Lincoln's Second Inaugural Address) for their themes, purposes, and rhetorical features.","Reading: Informational Text","RI","http://corestandards.org/ELA-Literacy/RI/11-12/9/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","11,12","Reading","R",NA,"RI.11-12.10","<p>By the end of grade 11, read and comprehend literary nonfiction in the grades 11-CCR text complexity band proficiently, with scaffolding as needed at the high end of the range.</p>

<p>By the end of grade 12, read and comprehend literary nonfiction at the high end of the grades 11-CCR text complexity band independently and proficiently.</p>","Reading: Informational Text","RI","http://corestandards.org/ELA-Literacy/RI/11-12/10/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","K","Reading","R",NA,"RL.K.1","With prompting and support, ask and answer questions about key details in a text.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/K/1/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","K","Reading","R",NA,"RL.K.2","With prompting and support, retell familiar stories, including key details.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/K/2/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","K","Reading","R",NA,"RL.K.3","With prompting and support, identify characters, settings, and major events in a story.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/K/3/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","K","Reading","R",NA,"RL.K.4","Ask and answer questions about unknown words in a text.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/K/4/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","K","Reading","R",NA,"RL.K.5","Recognize common types of texts (e.g., storybooks, poems).","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/K/5/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","K","Reading","R",NA,"RL.K.6","With prompting and support, name the author and illustrator of a story and define the role of each in telling the story.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/K/6/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","K","Reading","R",NA,"RL.K.7","With prompting and support, describe the relationship between illustrations and the story in which they appear (e.g., what moment in a story an illustration depicts).","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/K/7/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","K","Reading","R",NA,"RL.K.9","With prompting and support, compare and contrast the adventures and experiences of characters in familiar stories.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/K/9/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","K","Reading","R",NA,"RL.K.10","Actively engage in group reading activities with purpose and understanding.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/K/10/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","01","Reading","R",NA,"RL.1.1","Ask and answer questions about key details in a text.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/1/1/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","01","Reading","R",NA,"RL.1.2","Retell stories, including key details, and demonstrate understanding of their central message or lesson.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/1/2/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","01","Reading","R",NA,"RL.1.3","Describe characters, settings, and major events in a story, using key details.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/1/3/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","01","Reading","R",NA,"RL.1.4","Identify words and phrases in stories or poems that suggest feelings or appeal to the senses.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/1/4/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","01","Reading","R",NA,"RL.1.5","Explain major differences between books that tell stories and books that give information, drawing on a wide reading of a range of text types.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/1/5/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","01","Reading","R",NA,"RL.1.6","Identify who is telling the story at various points in a text.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/1/6/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","01","Reading","R",NA,"RL.1.7","Use illustrations and details in a story to describe its characters, setting, or events.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/1/7/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","01","Reading","R",NA,"RL.1.9","Compare and contrast the adventures and experiences of characters in stories.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/1/9/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","01","Reading","R",NA,"RL.1.10","With prompting and support, read prose and poetry of appropriate complexity for grade 1.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/1/10/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","02","Reading","R",NA,"RL.2.1","Ask and answer such questions as <i>who, what, where, when, why</i>, and <i>how</i> to demonstrate understanding of key details in a text.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/2/1/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","02","Reading","R",NA,"RL.2.2","Recount stories, including fables and folktales from diverse cultures, and determine their central message, lesson, or moral.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/2/2/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","02","Reading","R",NA,"RL.2.3","Describe how characters in a story respond to major events and challenges.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/2/3/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","02","Reading","R",NA,"RL.2.4","Describe how words and phrases (e.g., regular beats, alliteration, rhymes, repeated lines) supply rhythm and meaning in a story, poem, or song.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/2/4/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","02","Reading","R",NA,"RL.2.5","Describe the overall structure of a story, including describing how the beginning introduces the story and the ending concludes the action.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/2/5/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","02","Reading","R",NA,"RL.2.6","Acknowledge differences in the points of view of characters, including by speaking in a different voice for each character when reading dialogue aloud.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/2/6/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","02","Reading","R",NA,"RL.2.7","Use information gained from the illustrations and words in a print or digital text to demonstrate understanding of its characters, setting, or plot.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/2/7/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","02","Reading","R",NA,"RL.2.9","Compare and contrast two or more versions of the same story (e.g., Cinderella stories) by different authors or from different cultures.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/2/9/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","02","Reading","R",NA,"RL.2.10","By the end of the year, read and comprehend literature, including stories and poetry, in the grades 2-3 text complexity band proficiently, with scaffolding as needed at the high end of the range.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/2/10/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","03","Reading","R",NA,"RL.3.1","Ask and answer questions to demonstrate understanding of a text, referring explicitly to the text as the basis for the answers.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/3/1/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","03","Reading","R",NA,"RL.3.2","Recount stories, including fables, folktales, and myths from diverse cultures; determine the central message, lesson, or moral and explain how it is conveyed through key details in the text.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/3/2/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","03","Reading","R",NA,"RL.3.3","Describe characters in a story (e.g., their traits, motivations, or feelings) and explain how their actions contribute to the sequence of events","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/3/3/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","03","Reading","R",NA,"RL.3.4","Determine the meaning of words and phrases as they are used in a text, distinguishing literal from nonliteral language.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/3/4/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","03","Reading","R",NA,"RL.3.5","Refer to parts of stories, dramas, and poems when writing or speaking about a text, using terms such as chapter, scene, and stanza; describe how each successive part builds on earlier sections.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/3/5/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","03","Reading","R",NA,"RL.3.6","Distinguish their own point of view from that of the narrator or those of the characters.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/3/6/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","03","Reading","R",NA,"RL.3.7","Explain how specific aspects of a text's illustrations contribute to what is conveyed by the words in a story (e.g., create mood, emphasize aspects of a character or setting)","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/3/7/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","03","Reading","R",NA,"RL.3.9","Compare and contrast the themes, settings, and plots of stories written by the same author about the same or similar characters (e.g., in books from a series)","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/3/9/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","03","Reading","R",NA,"RL.3.10","By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 2-3 text complexity band independently and proficiently.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/3/10/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","04","Reading","R",NA,"RL.4.1","Refer to details and examples in a text when explaining what the text says explicitly and when drawing inferences from the text.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/4/1/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","04","Reading","R",NA,"RL.4.2","Determine a theme of a story, drama, or poem from details in the text; summarize the text.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/4/2/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","04","Reading","R",NA,"RL.4.3","Describe in depth a character, setting, or event in a story or drama, drawing on specific details in the text (e.g., a character's thoughts, words, or actions).","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/4/3/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","04","Reading","R",NA,"RL.4.4","Determine the meaning of words and phrases as they are used in a text, including those that allude to significant characters found in mythology (e.g., Herculean).","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/4/4/",NA,NA,NA,NA,NA,NA,NA
"ELA","Common Core ELA","04","Reading","R",NA,"RL.4.5","Explain major differences between poems, drama, and prose, and refer to the structural elements of poems (e.g., verse, rhythm, meter) and drama (e.g., casts of characters, settings, descriptions, dialogue, stage directions) when writing or speaking about a text.","Reading: Literature","RL","http://corestandards.org/ELA-Literacy/RL/4/5/",NA,NA,NA,NA,NA,NA,NA
